LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
7900,,75462,,,,23.34502168
7900,41935,53543,8,203.54461,22,31.4916868
8000,53000,65960,7.5,132.5666667,17,
8000,49232,61221,23,258.1945777,29,41.24661263
8000,45557,56235,7,84.69113488,16,36.50316075
8000,61565,87624,14,203.9971364,17,23.56256501
8000,82547,105361,24,52.59326412,13,32.16092259
8000,70546,81272,4,119.066922,31,33.3615863
8000,177683,251771,,138.5116009,22,39.73544882
8000,75690,96517,1,,,27.33615739
8000,49685,81020,2,129.3624659,15,47.00097522
8000,28000,41950,2,103.4,20,
8000,47823,63000,5,53.66666667,18,
8000,61000,90450,4,139.8666667,9,
8000,58000,73750,22,221.4333333,20,
8000,33000,38500,2,,0,
8000,33689.3,48000,3,103.7333333,13,
8000,47306,68350,9,82.63333333,20,
8000,45000,56100,9.9,92.3,34,
8000,69341,86900,15,89.26666667,9,
8000,70917,83500,8,107.5,23,
8000,,34226,,75.36666667,10,
8000,78720,86800,0.1,,4,
8000,38758,46466.26,21,229.3,18,
8000,79200,116500,8,,,
8000,63700,79754,3.8,208,16,
8000,41000,54000,4,189.7,22,
8000,76600,96000,2,73.03333333,24,
8000,65000,93600,16,140.0666667,16,
8000,49000,60000,11,107.5333333,19,
8000,37871,,15,179.6333333,30,
8000,4500,,1,102.4333333,15,
8000,63152,,9,132.9,26,
8000,21944,31352,0,33.43333333,3,
8000,86804,113000,7,145.1666667,20,
8000,36000,115800,,168.2333333,30,
8000,32100,36739,4,79.45884505,8,31.27671568
8000,47154,65458,2,99.99378983,12,38.8737113
8000,92487,113947,8,151.8173887,19,26.45752445
8000,84282,121045,28,330.1748556,37,35.36268639
8000,57361,71167,2,130.767035,22,29.38198545
8000,80817,89515,0,,4,29.63890142
8000,,49000,11,310.4,13,
8000,84730,123455,9,,,40.03264933
8000,58006,94930,4,223.2029895,24,30.91339584
8000,,68572,1,53.93513771,4,37.7039115
8100,43553,88242,2,207.9404687,30,31.32965172
8100,78508,200133,14,9.1,8,
8100,48781,50434,5,75.63504768,18,24.54519214
8100,84822,123854,31,340.7444307,38,36.20511455
8100,53863,74705,0,66.29457039,21,26.04646942
8100,78977,91995,19,296.7470948,23,38.82094029
8100,81322,97823,3,118.468506,25,32.71677759
8100,46380,58745,7,78.36008764,18,22.37534117
8100,66546,84943,3,225.6909893,15,30.3980051
8100,54841,71400,6,89.23333333,15,
8100,66691,82768,4,184.1934176,15,32.39650949
8100,19772,39431,0,82.33528778,12,20.34246772
8100,13179,32981,,,,31.74224928
8100,69047,82113,3,121.4111489,30,35.07391836
8100,26886,36527,12,188.4198264,13,24.86556719
8100,,56386,11,294.6027668,12,32.38595617
8100,28523,39816,5,130.6439333,16,37.39352642
8100,28187,32584,0,27.04883471,7,29.28795683
8100,50373,65865,5,99.59816995,11,38.91015083
8200,10909,37286,3,268.2546017,12,22.23295281
8200,39175,55848,10,161.6615823,18,24.20011144
8200,,50061,10,296.9016386,13,33.63213652
8200,101230,120087,9,419.2729655,49,40.55827149
8200,62603,86782,15,219.5658125,18,24.63662135
8200,117314,132770,4,176.3345415,19,34.55205243
8200,64006,80409,15,235.3632495,36,35.63672035
8200,,49362,,,,11.76969215
8200,171456,246758,,138.1548182,21,40.33786076
8200,72986,87621,14,86.54572702,9,24.69743042
8200,172497,249071,,114.9819744,21,41.09802515
8200,51730,59025,16,220.8132902,37,24.38009265
8200,58536,66546,1,118.3973584,17,34.71164955
8200,68013,77008,8,49.1469223,23,40.7925897
8200,47700,60000,0.1,,0,
8200,76268,89166,23,341.8553472,46,29.86957664
8200,,38648,,302.5301822,10,30.44537563
8200,120837,176244,8,196.7241605,20,34.74574315
8200,61821,64832,5,123.2860249,34,35.87534399
8200,66254,74994,7,60.38486252,24,39.72610514
8200,,49331,9,305.8880822,12,33.71861386
8200,67489,80145,2,104.3965066,7,36.91231088
8200,87979,94854,10,108.4790238,19,41.2706826
8200,80989,105080,1,81.3547953,24,38.4757705
8200,135929,200275,0,69.61717488,23,37.80543265
8200,75870,97922,0,,,27.27636492
8200,48515,59240,17,214.1445097,36,27.45914423
8200,79751,125413,7,,,41.98555729
8200,,33540,21,178.6879275,15,36.60169886
8200,13392,34254,3,267.9186416,11,21.92999049
8300,82000,111000,6,214.1,12,
8300,57503,72704,18,156.5937076,11,33.33711876
8300,61213,65798,6,86.29651576,20,41.42687223
8300,41481,50448,20,230.8488635,18,35.88829101
8300,14601,66143,24,320.2348822,12,40.01507057
8300,51783,57839,3,96.17667314,20,36.21035133
8300,47000,78320,18,195.8333333,17,
8300,59761,75081,17,147.9416425,11,31.95922724
8300,,47244,6,,,
8300,,41438,,302.8566329,12,30.10407144
8300,178745,251935,,130.7309108,22,42.35805988
8300,67715,86945,14,221.4749248,17,25.19429721
8300,44783,63424,2,97.90083621,12,36.5878698
8300,45842,50006,16,90.65307013,12,31.36082195
8300,101150,115215,23,130.2563294,12,36.50599948
8300,67839,76502,9,58.56017401,24,38.97429353
8300,35343,51986,10,242.818967,31,37.96660602
8300,54039,89301,18,173.1913224,28,26.26681575
8300,71922,117151,2,246.9347582,37,18.15682662
8300,10000,63775,0,200.8666667,14,
8400,75912,95329,18,294.1642246,24,38.64180454
8400,39677,54707,10,203.2429653,23,31.21770976
8400,53841,64284,15,206.3545644,36,26.05485371
8400,39991,58511,10,176.9961117,19,24.29863608
8400,82597,83858,25,350.5681362,47,28.91075714
8400,82972,121796,7,,,41.44562357
8400,17479,66894,23,326.3428047,13,40.58857607
8400,62989,76718,3,131.4713826,22,29.20040034
8400,43589,49950,9,202.7045404,23,33.59231894
8400,62583,77481,6,98.67270509,15,26.30838033
8400,41656,51846,10,190.0175026,19,25.76896503
8400,77144,91532,19,311.7571824,24,40.91273699
8400,80490,93028,0,,,29.47376148
8400,60995,78444,4,123.7385166,23,26.9327076
8400,31800,72000,,187.2666667,21,
8400,43900,55000,1,169.4333333,21,
8400,44800,56000,0,314.5,42,
8400,30146,39326,11,183.0927495,12,23.09720188
8400,84666,123613,8,,,39.65832005
8400,,39106,,80.07533919,10,35.6835022
8400,35240,54314,8,210.5800148,22,32.57186729
8400,57103,78079,0,56.30976479,21,23.52118826
8400,78089,90660,9,118.6353947,22,27.09304112
8400,77916,93589,0,,,27.87387063
8400,48032,95213,5,326.6795905,30,38.19168174
8400,57694,70782,4,125.7103247,34,37.62278555
8400,85136,125912,9,,,40.71517804
8400,102894,117799,9,420.0981644,49,39.63319009
8400,32000,49000,12.6,41.3,18,
8400,37256,45956,1,214.44323,6,31.24524851
8500,83157,202962,14,13.68276401,8,21.29733923
8500,,42980,,76.01075257,9,37.6596682
8500,73752,87931,21,291.6203784,24,39.00314063
8500,41210,45175,9,209.4940947,22,29.96408198
8500,,32907,18,169.9453877,15,35.31271048
8500,30077,42770,0.25,89.26666667,10,
8500,54000,62533,4,313.4666667,10,
8500,55100,66900,15,229.2666667,32,
8500,48961,73550,11,145.1,11,
8500,18240,40200,1,306.4,12,
8500,64665,72376,4,70.93488077,20,40.30904123
8500,50031,57276,0,171.2128147,21,35.15870257
8500,61607,81126,16,222.2111903,35,34.72969809
8500,49266,64461,22,264.4080231,29,37.97675792
8500,50569,60940,6,189.9468977,22,29.20247674
8500,,27873,21,190.0618702,15,38.3754061
8500,78346,82226,22,320.3495426,47,30.19939952
8500,47777,78979,18,202.9542765,16,34.8286475
8500,53459,62678,13,116.8634491,18,30.05290208
8500,77954,82965,25,350.7763043,46,28.58451556
8500,29383,45900,8,122.1333333,22,
8500,20959,62956,20,315.7073914,13,41.07759066
8500,6424,32365,,,,33.9044645
8500,58327,75044,2,123.3653563,22,28.11181383
8500,79484,87893,1,123.6188031,10,35.75908385
8500,73208,88588,10,114.5525823,23,30.08248898
8600,38646,54073,14,89.55585277,11,32.53025665
8600,,54905,8,308.6501174,13,32.5539761
8600,,47791,,,,14.39253608
8600,42380,60733,3,199.293142,22,28.43434208
8600,36933,42289,4,100.6164211,26,38.43649009
8600,21000,79000,21,239.4333333,11,
8600,,25000,0,64.86666667,27,
8600,78579,93697,0,115.1933214,10,33.8372027
8600,172418,251426,,120.5726331,22,40.92591059
8600,58846,72733,14,233.1716005,32,39.77508785
8600,41126,55500,6,73.03333333,11,
8600,57727,70828,5,87.84531097,19,41.75352499
8600,22960,80874,20,238.7026834,11,25.8873199
8600,75464,84263,21,352.6582712,47,28.19671491
8600,,51703,,,,12.10514386
8600,42226,50386,21,223.3264624,17,34.92786612
8600,45960,57473,4,189.7680601,22,26.75441155
8600,76703,100862,0,174.5571202,31,34.38623066
8600,44992,66403,8,172.551555,27,43.87561082
8600,14762,66271,25,318.1492776,13,42.27663421
8600,61468,72143,19,163.2988599,11,31.92576655
8600,66366,75957,8,72.91672107,25,39.66040874
8600,124810,176581,8,213.3028848,19,32.87645851
8700,46489,63573,4,196.24907,21,28.78792285
8700,57254,86883,16,172.1665627,28,25.04343675
8700,54283,58563,3,91.44646517,11,38.59036694
8700,58007,73069,14,240.4372819,31,37.89748089
8700,54768,87268,18,187.5805703,28,26.36713414
8700,87415,201689,13,13.92475912,7,20.25386389
8700,53073,83415,2,211.2687802,29,30.20150946
8700,62600,77600,0.5,351.0333333,13,
8700,60237,69891,3,321.2748292,9,32.28031362
8700,77377,97070,3,68.85487717,24,38.21772578
8700,30716,84778,19,219.0852356,10,23.80889415
8700,53504,66888,7,112.1751208,10,39.31877226
8700,78817,115527,1,221.5515413,37,16.37841295
8700,57141,70244,8,106.8554282,19,31.89131426
8700,79062,98038,4,139.2640336,26,33.57803554
8700,,32855,,,,35.93790268
8700,51950,67475,4.5,246.4666667,16,
8700,43759,50070,19,218.9062534,17,34.0581468
8700,93759,119459,24,138.09123,12,38.72971089
8700,76008,95976,0,,,30.02224516
8700,50711,87898,4,209.5214385,30,32.74300708
8700,62400,81315,6,98.02887044,14,26.62089773
8700,77930,80164,20,350.5284099,47,29.6623601
8700,58060,65605,23,259.6838134,29,39.82999947
8700,51033,58513,2,181.8697515,20,37.87927834
8700,68186,82518,1,105.1022551,7,36.44893885
8700,52388,64332,1,91.11206084,12,36.87492751
8700,56904,64122,5,119.5554734,11,38.6956146
8700,76510,108130,2,252.8439282,37,17.41485961
8800,12750,,23,,,
8800,108608,,0,253.4717586,23,
8800,2800,18361,2,107.7666667,3,
8800,51740,60852,23,277.5895886,29,39.88548381
8800,135899,202788,1,53.76762152,23,35.93202507
8800,67200,80300,10,135.8666667,33,
8800,26607,39710,0,104.6928252,30,38.32672821
8800,78953,93018,7,110.72313,22,28.28942917
8800,33395,51057,2,80.82247969,20,16.88303101
8800,32169,37533,3,74.44929477,19,25.34174093
8800,56963,70607,4,99.76441458,19,40.34526073
8800,50000,68000,19,108.9,16,
8800,74562,89695,24,338.7767458,47,28.43971651
8800,101717,122299,11,402.7404817,49,38.42142758
8800,,74928,,,,23.98891307
8800,,32221,0,276.8419349,14,24.19867837
8800,73765,93917,15,128.8533019,15,24.49119861
8800,55990,89673,18,184.6259659,29,27.70164974
8900,80334,87448,18,279.8765502,23,38.51399745
8900,33208,75000,22,166.2,33,
8900,75441,116950,26,322.7311957,37,33.78852367
8900,111493,133191,6,159.4326981,19,34.3711489
8900,63342,78275,19,162.1964843,11,32.61266276
8900,58503,74706,6,243.9359963,16,36.79323717
8900,62733,77741,8,68.89009617,17,37.77330059
8900,58839,81223,4,102.2464696,15,26.20640995
8900,60782,100000,14,129.8666667,36,
8900,64343,84013,4,39.22171925,12,35.78843746
8900,133847,157399,17,70.88414409,12,34.70233074
8900,147801,157335,4,85.57486576,21,34.75656038
8900,,42309,,56.93709635,10,37.35952991
8900,,49147,,110.5095805,8,37.10814206
8900,72581,90585,18,207.9666667,30,
8900,77261,96434,3,144.0370039,26,33.90846584
9000,50513,61190,5,75.38855124,11,30.49800512
9000,75453,100646,3,126.309835,26,33.75846632
9000,50170,64309,7,120.4312261,11,39.97548983
9000,81248,92503,0,121.1996495,10,37.39023989
9000,90969,108606,5,113.2575091,28,27.34759661
9000,79259,84322,22,359.3322724,47,29.67139034
9000,56162,75526,6,127.7869696,15,35.73405682
9000,51091,68264,22,277.7556619,29,39.38731755
9000,93521,126024,9,411.7530813,49,41.66428104
9000,52311,68994,0,137.7840036,9,28.45471286
9000,8221,38290,4,266.3837994,12,23.70306719
9000,56930,67557,0,118.6995161,18,36.68688204
9000,52257,58275,5,80.25180099,21,34.14472595
9000,41153,51841,10,210.2826895,23,32.42429306
9000,31170,50725,16,93.06666667,18,
9000,84532,104000,3,50.66666667,3,
9000,76964,90500,3,101.4,32,
9000,64917,102270,10,213.0333333,21,
9000,,63684,,358.0666667,7,
9000,47350.86,105000,6,227.2666667,10,
9000,50400,65000,6,117.6,24,
9000,96884,110108,18,194.8,16,
9000,82700,121000,9,131.9,22,
9000,29000,51740,31,243.2,19,
9000,43881,56000,5,73.03333333,28,
9000,31896,46195,25,122.3891553,16,36.68165215
9000,56226,67466,7,126.7450871,16,33.98784698
9000,32539,65440,5,,,42.36894433
9000,131108,199295,1,61.0009855,22,35.93061089
9000,55367,79819,5,101.281185,15,27.1892129
9000,50866,73064,5,118.570005,23,40.1860615
9000,12340,36133,,,,31.70381472
9000,53177,56782,9,106.500537,33,40.0841755
9100,,50391,,,,15.02470583
9100,80719,86782,23,333.0115898,47,30.39545792
9100,50606,58822,11,89.64483342,22,36.30240922
9100,17218,36721,8,115.7520933,5,37.47941029
9100,43249,52946,20,228.3963399,18,35.18184074
9100,48797,67761,7,116.9791548,11,37.79737881
9100,,11550,,51.93333333,3,
9100,78369,92000,0.2,180.8333333,35,
9100,28550,40300,5,109.5356355,33,23.08290534
9100,24721,34462,1,28.10052036,7,27.52068217
9100,62976,77829,0,131.193496,23,26.09041891
9100,46406,56134,9,93.85346069,34,39.46633033
9100,,74450,,,,23.94251651
9100,53764,56429,9,92.07897878,33,40.58208394
9100,78210,86558,8,92.11150428,23,28.1670747
9100,59430,76897,5,246.0951091,16,37.47092338
9100,47756,84022,18,206.797361,17,32.39114639
9200,71994,95525,16,126.8164392,16,25.62193049
9200,92395,114494,24,130.3767882,11,39.11215036
9200,55643,75267,2,224.882232,15,35.62935439
9200,19756,26140,0,0.4867114508,7,27.07525664
9200,46707,60000,4,192.8,17,
9200,64900,78000,10,122.7666667,24,
9200,70715,85000,26,143.0666667,23,
9200,72859,88183,8,105.6552052,23,29.00720777
9200,52531,66491,11,122.2285343,19,32.65762889
9200,57375,69040,0,116.4187965,18,36.62562946
9200,48130,62358,15,219.657131,36,27.61706343
9200,69657,89082,3,217.3211547,16,28.74989037
9300,79724,105493,2,63.43088731,23,39.38611808
9300,73252,100537,2,99.77452712,26,34.51463507
9300,30204,57036,30,235.492813,19,23.13784056
9300,75425,109040,2,235.9462106,38,17.87525907
9300,,57650,11,308.3394397,13,31.55383541
9300,63566,70551,14,138.3373521,19,42.48370297
9300,,45906,,92.82171424,9,36.14127616
9300,79133,100033,3,102.1630274,31,40.79463545
9300,46466,57182,2,100.0518662,20,38.44431799
9300,59617,67709,4,243.8307278,16,35.96828075
9300,,36793,,304.5201894,11,30.73881376
9300,58051,65334,6,113.2818573,23,41.86003981
9300,39307,51680,8,196.0146349,23,30.7315717
9300,84900,105798,2,41.8072046,3,26.9566979
9300,78000,97700,12,88.5,29,
9300,24000,37125,3.5,148.0333333,19,
9300,21138,30700,3,,,
9300,44026,70535,12,245.9,29,
9300,,55350,9,308.3403318,13,33.6355254
9300,81986,94513,2,,4,31.89390379
9300,54088,66961,22,278.1604735,28,40.82354171
9300,38115,60493,14,91.93263226,18,29.63360847
9300,53772,71497,2,136.0800299,23,29.68667084
9300,,44108,,290.818074,12,29.74359996
9300,21979,39880,3,,,38.84408934
9300,106449,120066,18,189.9199182,15,37.08645509
9400,52371,55764,1,177.7028004,20,37.35868805
9400,49484,59137,10,102.2726766,22,37.26913108
9400,,50575,,99.06951832,8,35.9078154
9400,57105,67061,6,129.5084838,34,35.73459276
9400,52024,89107,0,148.8447376,26,36.08003177
9400,85448,94101,2,104.1133632,32,39.54184797
9400,56508,78358,17,141.9311562,11,32.32749505
9400,81596,116738,28,338.6290354,38,34.16951368
9400,76989,88788,24,350.6390057,46,30.06137137
9400,57000,70000,4,179.5666667,17,
9400,26700,40150,9,80.16666667,4,
9400,,30455,18,194.614216,16,39.00006486
9400,61185,65302,1,117.1710044,18,35.61194388
9400,109991,125146,7,171.6798111,18,34.81346859
9400,122412,178547,7,226.0888071,19,35.46338698
9400,61213,70800,5,75.86265973,20,39.40381239
9400,53756,76077,12,244.1166529,29,33.37457063
9400,81546,119128,30,328.1781237,38,34.15031938
9400,86539,95010,0,,3,29.81532359
9400,71600,99682,16,159.0363707,16,25.60722823
9400,77715,101258,2,65.87658672,23,38.10800099
9400,52598,74747,6,129.3438245,24,42.26546612
9400,51505,84178,19,202.6979629,16,35.53061343
9400,92340,125451,7,129.1137248,22,36.3499746
9400,53244,62245,23,276.787744,28,37.82185151
9400,77410,116693,0,245.0836519,37,17.17690066
9400,56675,66976,6,128.071648,33,35.03337113
9400,103973,119817,18,182.6166394,16,37.33797719
9500,50400,63000,1,91.26666667,22,
9500,36114,45654,0,83.33329177,9,25.34347845
9500,115186,131800,7,177.0500361,19,33.43055804
9500,41541,57280,6,69.22936935,10,29.16012708
9500,28750,42408,0,115.5749709,30,39.05039479
9500,47019,59413,4,78.02555168,11,31.41813239
9500,131394,162449,10,222.0095049,18,19.55124299
9500,55862,62965,15,223.103914,36,26.14117805
9500,70000,85000,9,175.5666667,12,
9500,35019,52710,12,241.5817794,31,38.20866784
9500,21900,35250,16,59.86666667,10,
9500,59494,75930,0,98.99850784,6,36.88843637
9500,42699,57680,10,114.4929085,26,25.07515295
9500,43210,59692,1,103.0894831,13,38.70498507
9500,58185,64576,6,127.8552645,11,38.29830913
9500,54612,68759,9,89.10283861,19,31.35390694
9500,79479,88772,8,189.5890747,12,37.95298991
9500,,40000,10,36.5,1,
9600,62405,69459,0,86.43183174,18,36.26033127
9600,45158,55455,15,82.71313688,12,30.931518
9600,64758,63646,5,120.6445586,34,35.98492935
9600,53277,60843,0,180.2840616,21,37.95078758
9600,84333,201281,14,13.21305726,7,17.82563094
9600,70589,99384,0,176.4674623,31,34.23478958
9600,42357,99756,4,354.650225,30,36.52517293
9600,,68324,,356.4501783,6,36.55426832
9600,73000,99600,4.5,93.33333333,34,
9600,53196,63942,16,227.563684,36,24.01676994
9600,56224,60260,15,219.7420453,36,25.43946354
9600,46683,61773,1,171.058449,20,38.00528931
9600,,56900,,,,14.43523879
9600,24680,43500,18,114.6666667,19,
9600,50655,59502,0,93.4328441,20,37.98235351
9600,45240,60136,2,83.06675091,19,38.45430002
9600,77359,101365,1,182.8035145,31,33.48191013
9600,44553,48626,20,226.4521595,18,35.55592289
9700,75566,92066,14,94.98792219,8,25.16118348
9700,29094,51990,30,246.1952393,19,20.74336471
9700,45907,57507,6,81.22944864,11,29.03757422
9700,53527,58605,4,75.58454258,12,36.70953891
9700,98232,117321,19,194.4247179,15,36.95089224
9700,,64644,,368.0709241,6,36.5731696
9700,21883,67432,24,308.9955757,12,41.41428065
9700,84933,122520,10,141.433076,23,36.79501396
9700,55986,73000,2.5,207.1666667,29,
9700,108000,210000,2.3,124.8333333,15,
9700,5801,58305,8,352.9666667,22,
9700,59100,74986,14,244.5333333,32,
9700,53000,56000,2,75.03333333,18,
9700,73085,92000,8,173.5,34,
9700,39141,48905,13,89.83593974,11,32.4314097
9700,44652,63232,9,102.1655136,22,37.03487587
9700,59633,70398,4,239.0382058,16,38.86724899
9700,63488,74374,5,106.5894523,15,26.89601277
9700,8852,60599,7,359.1044913,21,16.87198276
9700,32660,54536,0,156.4821057,13,67.32490355
9700,,54385,10,314.7328327,13,34.17040354
9700,77394,86917,16,81.46140046,9,27.70585654
9700,47000,82000,,96.63333333,8,
9800,54564,62109,10,124.021625,19,32.56568637
9800,15021,31900,6,276.7342017,11,22.29124919
9800,136154,203815,1,70.85332764,23,35.8789883
9800,79405,111563,0,240.9429936,38,19.33281003
9800,58936,78078,19,152.1401257,11,32.18876052
9800,74962,108730,4,76.39241605,33,37.32134756
9800,36500,54000,17,105.6666667,19,
9800,81199,206201,12,2.820785578,7,21.28386768
9800,49287,69831,2,182.9948062,16,29.71346691
9800,62826,65912,6,132.7524896,34,37.58819954
9800,49298,73426,9,242.3890162,29,34.69036125
9800,69919,100267,16,130.8860074,15,26.83504341
9800,32550,52554,12,229.5127411,32,37.92308809
9800,54681,74097,2,106.8888937,18,36.61866086
9800,53643,113161,5,230.3032566,9,23.7736104
9800,80267,209931,14,0.5071145295,8,19.9696287
9800,78022,103466,1,83.83533849,24,37.43461536
9800,,45197,,316.5253028,11,29.646666
9800,52973,65481,10,101.4726677,33,36.878297
9800,55330,78154,2,122.7055369,23,28.89610186
9800,54861,71138,4,258.334618,16,36.03571287
9800,56188,90143,17,171.4136584,29,25.62165041
9800,79767,93525,0,,4,31.29011899
9800,63891,72980,7,32.41493353,24,39.37186986
9800,47126,57365,0,91.14121871,19,38.6576403
9800,55539,73560,4,85.90093624,14,26.33161906
9900,37609,120186,,176.367839,30,53.17891111
9900,60488,75507,3,239.43364,17,38.47307527
9900,35448,58056,11,229.5228444,31,37.2974321
9900,79379,205346,14,20.21419487,7,19.79942792
9900,72674,89909,15,90.95789952,8,27.35463407
9900,88236,104953,1,51.64870524,2,28.62263209
9900,73804,97413,5,107.3330245,25,33.5248796
9900,28432,36605,0,111.5316253,29,37.58819565
9900,52800,66000,29,188.9333333,24,
9900,111000,134347,16,180.6333333,33,
9900,21400,36600,2,154.2,26,
9900,8673,37244,4,256.6805839,12,24.49628632
9900,117003,219783,1,130.7663862,14,25.6226109
9900,71371,84865,0,94.80523575,12,38.2113051
9900,55231,78708,4,85.80147612,15,24.59499257
9900,47367,114837,4,210.4355336,10,25.04210854
9900,108155,219936,2,126.9393774,15,27.99205166
9900,74009,108371,1,246.0947649,36,17.25711715
9900,82697,100689,3,133.3657906,26,33.59171631
9900,47865,88105,18,203.0239914,17,34.55330539
